0 399269.9386640627 5637313.046988398 399275.87356508325 5637313.928436001
1 399095.282573592 5637452.117419016 399096.63600573485 5637454.794772455
2 399031.0389028364 5637520.697192303 399028.1377708937 5637519.933364147
3 399026.7321383461 5637546.037147222 399020.73900029843 5637545.750273833
4 399029.8399695392 5637568.168374877 399024.1350532946 5637570.026850232
5 399049.4245968813 5637608.922936093 399044.1426692995 5637611.769204004
6 399087.62082539813 5637664.29392425 399083.07896405994 5637668.214574143
7 399117.0191614822 5637700.770070394 399112.03023400926 5637704.10332746
8 399133.4162874842 5637720.935806404 399129.1250646317 5637725.129302133
9 399165.70058162295 5637750.426171441 399166.6130759589 5637749.23564463
10 399246.6123496252 5637885.648826139 399249.6093376781 5637885.783223351
11 399190.41971388005 5637976.568255868 399187.20638587885 5637973.417934748
12 399162.00196894625 5637993.933317605 399162.1370734331 5637996.930273858
13 399145.4793249502 5637994.79364772 399145.899315158 5638000.778930355
14 399127.19231169176 5637995.927467249 399127.5472115203 5638001.916961895
15 399101.53181385953 5637998.550533384 399100.6341188302 5637992.6180681605
16 399074.7710725799 5638015.160896003 399076.89336310484 5638017.2812457215
17 399047.11214222317 5638039.314014621 399049.7574041712 5638042.9544252055
18 399022.02813002875 5638050.947555747 399022.8536659575 5638055.371184397
19 398973.58539645525 5638048.585963294 398972.979932475 5638051.524230363
20 398942.9068507749 5638045.895828839 398942.9358317232 5638050.395735517
21 398913.45679241355 5638044.144148954 398912.5631603959 5638050.077227566
22 398892.08698945865 5638044.866059722 398893.74100005004 5638050.633576429
23 398874.0253328951 5638047.625985795 398874.14214512653 5638053.624848596
24 398836.627716351 5638034.505337831 398832.5561144929 5638038.912384269
25 398817.50367555406 5638013.798584154 398812.8871011654 5638017.6309777815
26 398790.8461978545 5637994.139700683 398788.53144551266 5637999.675215256
27 398751.9120486398 5637979.837160854 398750.0188462801 5637985.530647028
28 398716.66247514175 5637968.4775186805 398714.9238430492 5637974.220092881
29 398691.8748777809 5637967.1534117 398692.9738102746 5637973.051915525
30 398671.79571570357 5637975.075859719 398674.4916156352 5637978.678931125
31 397299.4809037946 5639895.523795472 397296.9432396695 5639890.086860602
32 400784.8530244163 5632460.8589262795 400787.58792657166 5632462.0919348765
33 400725.67759634263 5632576.814865232 400726.56902255304 5632578.021247971
34 400704.1592866478 5632589.010833573 400706.1299458616 5632593.056386966
35 400678.7970278461 5632610.156757359 400679.9901913695 5632611.065801256
36 400664.55919977976 5632630.86790408 400668.5305466247 5632632.9841281315
37 400639.9561918119 5632691.00941451 400645.7414698258 5632692.600187373
38 400638.6891662325 5632719.448470073 400641.66881531815 5632719.099627234
39 400645.9674255657 5632754.604166005 400651.73221418564 5632752.940672041
40 400657.74908297684 5632786.765083088 400663.1774006073 5632784.209037763
41 400672.1902355629 5632808.636101577 400676.4774423101 5632804.438500083
42 400693.32515399694 5632826.2191961035 400694.19922517 5632825.000180277
43 400721.0451631414 5632839.355199999 400719.5664118042 5632845.170119989
44 400912.91156296 5632871.397613365 400915.70406042004 5632870.301274943
45 400983.3294147326 5633170.834206125 400986.3241135999 5633171.012471921
46 400948.47457753227 5633342.820968208 400942.92995615007 5633340.528115459
47 400892.70280847524 5633462.175631441 400896.61430878896 5633464.400528135
48 400866.69663245697 5633492.387548644 400870.5062108451 5633497.02296799
49 400760.657438637 5633615.827841161 400765.4084532389 5633619.492245649
50 400742.9613527701 5633638.773951368 400747.71293653763 5633642.437617797
51 400699.8662929464 5633681.393050751 400698.8490347361 5633677.009537807
52 400667.63442284765 5633675.890649152 400666.39816430194 5633678.6240837695
53 400649.9759182241 5633666.672906629 400649.23981569294 5633667.979869927
54 400631.1051446433 5633653.168031678 400628.0347514762 5633656.457816746
55 400618.8816667129 5633637.055707457 400616.2010426815 5633638.4026502175
56 400575.40442747873 5633590.194863403 400578.00240309094 5633588.694689174
57 400564.94770609203 5633571.473764621 400559.66881996393 5633574.325669466
58 400552.3479338266 5633552.643462632 400550.0059378937 5633554.518310639
59 400509.03385691636 5633504.072606349 400510.0127059965 5633502.936008585
60 400375.18283264374 5633507.141034307 400376.7483581614 5633512.933195377
