61 400245.6265241568 5633567.060426073 400241.1607693924 5633566.506319238
62 400247.19080285 5633581.057165352 400245.8029318917 5633581.626212101
63 400267.4873808777 5633602.742467015 400263.5417457534 5633607.262639961
64 400307.2257425602 5633631.669144239 400310.3531190552 5633626.548644629
65 400353.92075194756 5633662.031223163 400357.3125486765 5633657.081908569
66 400400.0806613489 5633695.551907038 400403.7510968722 5633690.805550218
67 400441.8123527341 5633736.3490932975 400446.4113580763 5633732.49563383
68 400568.77893697907 5633875.905471365 400572.47053695977 5633871.175557033
69 400608.5492113526 5633903.565578184 400611.46407017286 5633898.321190893
70 400628.8233872171 5633917.772118066 400633.294476959 5633913.770948673
71 400636.64775401255 5633930.342304209 400642.24593143247 5633928.183506031
72 400639.54234163935 5633941.232460577 400641.0384303882 5633941.124208761
73 400639.88990870106 5634089.885426343 400637.3082567644 5634091.413520999
74 400686.40277412196 5634149.552967263 400691.966954162 5634147.307994996
75 400701.04913294624 5634183.650346235 400703.7764941881 5634182.400746037
76 400726.34543789853 5634261.070534024 400722.04280136677 5634262.388607951
77 400728.94684222277 5634280.042020824 400722.97542906663 5634279.457020893
78 400726.68635377433 5634294.784838511 400722.28957051487 5634293.826560384
79 400693.2930422366 5634377.7640224155 400689.1957273663 5634375.903374449
80 400665.37364991405 5634440.755630493 400659.8667634556 5634438.373572238
81 400643.595249448 5634489.953740067 400638.1467593387 5634487.440981518
82 400604.67685445695 5634541.971329097 400609.19861406175 5634545.915145786
83 400543.05636290915 5634586.308858973 400544.1041896663 5634592.21665544
84 400504.8983197817 5634593.713016669 400505.51107627474 5634596.649771593
85 400466.54610671557 5634597.222453378 400466.30181937956 5634603.21747829
86 400415.99929478974 5634613.251599282 400420.5513196703 5634617.160444315
87 400400.511971002 5634636.373699951 400405.7493007922 5634639.301220518
88 400385.84421051654 5634664.596938995 400391.2580095203 5634667.183593271
89 400374.4079827463 5634692.430131361 400380.0773195815 5634694.394468361
90 400366.3392100915 5634728.991939267 400372.28046511183 5634729.829488539
91 400359.7254089865 5634769.458098924 400364.145308837 5634770.303371253
92 400356.1924054455 5634810.677213617 400362.19237464864 5634810.696437586
93 400356.16307000467 5634850.105006548 400362.16304734704 5634850.088517435
94 400358.90857897233 5634881.4929829 400361.861673054 5634880.964555662
95 400363.52619245916 5634904.947377438 400366.45033524616 5634904.277012641
96 400370.652208523 5634925.383731408 400372.029510175 5634924.789559581
97 400388.6802091106 5634950.766952948 400386.51952539285 5634952.848165544
98 400460.9318312808 5634998.459872948 400458.24727444595 5635003.825798274
99 400511.53134758974 5635017.747082597 400509.9942472468 5635023.546851777
100 400553.58426554553 5635034.6899235025 400556.7379105443 5635029.585560347
101 400580.2990110365 5635061.3702951325 400585.39363235654 5635058.200936585
102 400599.2407605332 5635092.459723022 400601.81924646493 5635090.92629213
103 400612.53294245445 5635136.827415636 400615.3961253161 5635137.723062832
104 400610.7195652648 5635142.140187111 400616.3438099898 5635144.230132391
105 400605.7867171692 5635148.708388486 400610.03793691733 5635152.9424327295
106 400598.903113182 5635157.822248962 400604.12081054115 5635160.784618666
107 400594.4403285573 5635167.9854688365 400588.7067753187 5635166.217315206
108 400592.99908955477 5635181.895128927 400586.99957900326 5635181.971765357
109 400592.56395422504 5635200.924650077 400597.0574135777 5635201.167184706
110 400590.9038665587 5635221.245655207 400587.9216635335 5635220.91936528
111 400584.5154985677 5635242.074195387 400580.4819311578 5635240.0791179575
112 400572.51729109854 5635259.094587406 400569.4264368023 5635255.824018691
113 400549.22923698864 5635276.242069261 400553.3165799501 5635280.634520458
114 400516.23442735197 5635334.10386325 400521.49131968716 5635336.996108568
115 400499.8683009208 5635357.926661874 400504.1349370188 5635362.1451706635
116 400484.97836219403 5635369.123859534 400487.65837588353 5635374.492055379
117 400459.45837917726 5635392.832857157 400454.795296697 5635389.057190092
118 400449.86224133114 5635403.088981392 400445.7254166417 5635398.743100412
119 400440.90633189626 5635412.587588312 400445.5842462258 5635416.344863592
120 400432.7247845973 5635422.082485357 400436.05832391366 5635425.105317742
121 400411.60015821934 5635438.911059007 400415.0578283595 5635443.814579906
122 400392.7535404813 5635455.217743603 400398.0467025899 5635458.043063919
123 400387.58419498336 5635465.211191772 400392.94690531277 5635467.902165187
124 400383.6796451105 5635477.649797758 400389.5838005196 5635478.717949856
125 400374.0095365208 5635496.333545999 400378.84955806145 5635499.879556643
126 400356.9508701243 5635531.154594687 400362.574862542 5635533.245218825
127 400346.3670064225 5635576.524515195 400352.3451726236 5635577.035914131
128 400353.90313074633 5635624.45029425 400359.5441358976 5635622.406019101
129 400377.26092715096 5635673.307533593 400379.8226960353 5635671.746335276
130 400403.80686716974 5635723.065906038 400409.23938601447 5635720.518801996
131 400412.84615751496 5635758.727102197 400415.62618691043 5635759.854682154
132 400399.2822467307 5635778.803570069 400400.4051775978 5635779.798068067
133 400261.3969098126 5635822.260265673 400263.65543162136 5635816.70157165
134 400109.1929704745 5635862.447339125 400113.83872585744 5635866.24430593
135 400084.7822295434 5635893.845527107 400088.5862247385 5635896.249611247
136 400060.55117078417 5635936.024749305 400065.7783430608 5635938.970368084
137 400037.0149920327 5635994.375454528 400039.9792284707 5635994.837301191
138 400025.64241143235 5636088.549268907 400021.215538989 5636087.741308282
139 399998.8482745003 5636147.063066468 399993.61354081886 5636144.130906294
140 399968.56026107026 5636213.108094106 399962.77236472094 5636211.526874372
141 399963.39162757434 5636252.123370361 399964.88711495214 5636252.007105564
142 399967.6984910182 5636282.240903337 399970.63234667527 5636281.614412328
143 399969.4707634902 5636303.5528923115 399973.8894027375 5636304.404729856
144 399962.6548398753 5636326.643110681 399968.33845343755 5636328.56574868
145 399945.6548874409 5636355.079672079 399947.83642616606 5636357.1390139125
146 399912.3140705301 5636388.769916469 399916.5239819584 5636393.045035856
147 399824.4306092112 5636463.673236005 399827.35739805154 5636468.910974743
148 399789.60639613087 5636476.397120021 399790.5224886712 5636482.326772158
149 399743.0210724282 5636483.469471568 399743.91299455054 5636489.40280747
150 399694.8422838937 5636492.035629269 399696.14733750536 5636497.891979247
151 399655.85832081595 5636500.725031521 399657.1639267448 5636506.581258392
152 399607.24689404713 5636519.122523645 399604.58905607276 5636513.743313917
153 399569.61914582923 5636538.4260242 399566.6592559776 5636533.206919673
154 399551.81534421485 5636553.169693617 399547.2981605796 5636549.220636514
155 399529.15316160285 5636586.555934405 399524.01789901033 5636583.452858817
156 399510.9189181166 5636623.249307133 399515.2411078975 5636624.501774897
157 399508.79489651194 5636647.712251885 399514.7478018543 5636646.96197328
158 399514.2907458992 5636668.946585703 399518.4256619566 5636667.171066286
159 399580.70162560954 5636764.232044938 399585.62211705465 5636760.798567992
160 399606.76512076426 5636825.658892977 399612.712813006 5636824.86835076
161 399601.32876741793 5636891.4209806165 399596.9742643408 5636890.285946277
162 399574.77852434025 5636956.256357051 399579.9335024646 5636959.326568858
163 399545.57526701863 5636997.23297401 399549.83898949594 5637001.454427626
164 399502.9654928058 5637026.561346535 399500.0276609148 5637021.329793822
165 399376.27155307867 5637116.895830734 399377.55456006207 5637117.672936313
166 399358.11558915256 5637153.471571665 399363.700027196 5637155.665666408
167 399323.1307952257 5637194.4670590665 399321.2501976258 5637192.129677483
168 399270.6974020972 5637255.456425669 399269.24173582665 5637255.0944371205
169 400878.81246768986 5632317.666837059 400874.1874624959 5632313.844622131
